Zodiac,Profession
virgo,Business magnate
capricorn,Magistrate
pisces,Lawyer
virgo,Politician
gemini,Lawyer
gemini,Politician
gemini,Bank
gemini,Superintendent (education)
pisces,Lawyer
gemini,Barristers in England and Wales
aquarius,Printing
aries,Lawyer
virgo,Merchant
capricorn,Politician
virgo,Theology
sagittarius,Politician
aquarius,Soldier
aquarius,Politician
virgo,Politician
pisces,Lawyer
virgo,Lawyer
cancer,Lawyer
capricorn,Lawyer
scorpio,Politician
leo,Physician
virgo,Publishing
sagittarius,Merchant
libra,Politician
virgo,Lawyer
libra,Lawyer
libra,Politician
capricorn,Politician
capricorn,Bank
libra,Politician
capricorn,Lawyer
capricorn,Politician
capricorn,Diplomat
aries,Teacher
sagittarius,Justice of the peace
virgo,Lawyer
virgo,Lawyer
virgo,Politician
aquarius,Physician
aquarius,Medical research
capricorn,Agriculture
virgo,Lawyer
taurus,Lawyer
gemini,Lawyer
gemini,Politician
gemini,Editing
pisces,Lawyer
capricorn,Architect
sagittarius,Merchant
aquarius,Barristers in England and Wales
sagittarius,Lawyer
libra,Journalist
libra,Politician
virgo,Lawyer
virgo,Diplomat
virgo,Public administration
virgo,Voluntary sector
virgo,Grassroots
scorpio,Farmer
aries,Politician
libra,Politician
libra,Plantations in the American South
pisces,Politician
pisces,Bank
taurus,Lawyer
taurus,Politician
cancer,Soldier
cancer,Politician
aries,Investment banking
libra,Lawyer
sagittarius,Barrister
capricorn,Lawyer
pisces,Lawyer
pisces,Politician
pisces,Publishing
pisces,Editing
pisces,Teacher
aquarius,Lawyer
aquarius,Politician
gemini,Publishing
aquarius,Lawyer
aquarius,Politician
sagittarius,Lawyer
sagittarius,Politician
capricorn,Lawyer
capricorn,Politician
capricorn,Lawyer
capricorn,Politician
scorpio,Attorneys in the United States
gemini,Sanford Florida
gemini,Businessperson
gemini,Diplomacy
capricorn,Lawyer
capricorn,Professor
libra,Merchant
libra,Bank
sagittarius,Law
leo,Law
aquarius,Plantations in the American South
pisces,Merchant
pisces,United States Congress
pisces,United States Department of the Treasury
pisces,Arkansas Territory
pisces,United States Navy
pisces,Lieutenant
pisces,Ensign (rank)
pisces,Politician
libra,Barrister
gemini,Economist
aries,Drafter
cancer,Politician
cancer,Businessperson
cancer,Attorneys in the United States
sagittarius,Physician
capricorn,Police officer
virgo,Lawyer
virgo,Politician
leo,Lawyer
leo,Businessperson
leo,Humanitarianism
leo,Mining engineering
leo,Civil engineer
leo,Lawyer
gemini,Accountant
scorpio,Politician
scorpio,Businessperson
sagittarius,Lawyer
libra,Politician
sagittarius,Author
sagittarius,Businessperson
scorpio,Politician
libra,Physician
virgo,Postmaster
sagittarius,Merchant
sagittarius,Teacher
sagittarius,Agribusiness
sagittarius,Bank
sagittarius,Lawyer
taurus,Agriculture
taurus,Farmer
taurus,Social work
sagittarius,Agriculture
sagittarius,Social work
gemini,Lawyer
gemini,Judge
gemini,Politician
leo,Economist
leo,Politician
libra,Plantation
libra,Proprietor
libra,Politician
libra,Lawyer
leo,Civil service
leo,Teacher
gemini,Economist
aquarius,Medical research
aquarius,Politician
cancer,Lawyer
cancer,Civil service
aries,Sultan
scorpio,Lawyer
virgo,Justice
aries,Engineer
pisces,Ceylon Civil Service
leo,Physician
capricorn,Scholarly method
capricorn,Economist
capricorn,Professor
aries,Politician
capricorn,Politician
capricorn,Economist
capricorn,Author
capricorn,Politician
capricorn,Teacher
gemini,Barrister
virgo,Merchant
capricorn,Faculty of Advocates
gemini,Barristers in England and Wales
virgo,New Zealand Nurses Organisation
aquarius,Faculty of Advocates
cancer,Pediatrics
leo,Political science
aquarius,Policy
aquarius,Faculty of Advocates
leo,BT Group
aries,Minister (Christianity)
aries,Lawyer
leo,Jurist
leo,Politician
leo,Journalist
virgo,Agronomy
virgo,List of Prime Ministers of Albania
aries,Physician
capricorn,Lawyer
capricorn,Politician
scorpio,Politician
sagittarius,New Hampshire Union Leader
sagittarius,Metalworking
taurus,Lawyer
taurus,Politician
scorpio,Pianist
scorpio,Composer
sagittarius,Chemist
libra,Soldier
cancer,Theology
virgo,Geologist
sagittarius,Pediatrics
aquarius,PrivatBank
aquarius,United States dollar
virgo,Politician
taurus,Politician
virgo,Economics
virgo,Politics
virgo,Audit
libra,Engineer
leo,Lawyer
leo,Politician
capricorn,Candidate of Sciences
capricorn,Political science
capricorn,Law
scorpio,Politician
aquarius,Politician
aquarius,Singing
libra,Cricket
libra,Not out
aquarius,Politician
aries,Jurist
aries,Politician
scorpio,Engineer
taurus,Lawyer
taurus,Politician
pisces,Politician
pisces,Economist
leo,Attorneys in Sri Lanka
leo,Lawyer
leo,Political science
leo,Economist
leo,Engineer
cancer,Lawyer
sagittarius,Criminology
leo,Zoology
sagittarius,Lawyer
cancer,Economist
scorpio,Economist
scorpio,Business economics
aquarius,Lawyer
capricorn,Ecology
capricorn,Teacher
cancer,Aristotle University of Thessaloniki
cancer,Professors in the United States
capricorn,Jurist
aries,Landlord
libra,Lawyer
leo,Diplomat
leo,Engineer
pisces,Engineer
aries,Lecturer
gemini,Economist
pisces,Historian
aries,Jurist
libra,Diplomat
aquarius,Businessperson
scorpio,Politician
scorpio,Farmer
taurus,Engineer
libra,Attorneys in the United States
gemini,Politician
aries,Physician
aries,Journalist
aries,Politician
virgo,Politician
gemini,Officer (armed forces)
cancer,Teacher
virgo,Secretary
aries,Trade union
aries,Veteran
aries,Legislator
gemini,Civil law notary
cancer,Jurist
leo,Veterinary physician
leo,Physician
taurus,Economist
taurus,Accountant
capricorn,Politician
aquarius,Law
pisces,Plantations in the American South
cancer,Lawyer
aries,Lawyer
aries,Politician
sagittarius,Lawyer
sagittarius,Politician
pisces,Solicitor
taurus,Politician
aquarius,Lawyer
leo,Barrister
leo,Politician
taurus,Architect
capricorn,Officer (armed forces)
capricorn,Plantations in the American South
aquarius,Politician
aquarius,Plantations in the American South
aquarius,Militia (United States)
sagittarius,Military
sagittarius,Soldier
sagittarius,Farmer
aquarius,United States Senate
scorpio,Lawyer
scorpio,Politician
capricorn,Sociology
aries,Physician
aries,Politician
capricorn,Education
capricorn,Physician
capricorn,Politician
aquarius,Indian Administrative Service
virgo,Physician
aquarius,Author
aquarius,Jurist
aquarius,Politician
aquarius,Diplomat
leo,United States federal judge
taurus,Barrister
taurus,Solicitor
aquarius,Lawyer
cancer,Politician
cancer,Economist
aries,Jurist
aries,Politician
libra,Jurist
libra,Jurist
libra,Politician
cancer,Politician
aries,Politician
leo,Politician
leo,Economist
virgo,Politician
aries,Politician
aries,Economist
taurus,Jurist
taurus,Politician
virgo,Organisation for Economic Co-operation and Development
cancer,Politician
gemini,Politician
scorpio,Jurist
scorpio,Politician
leo,Jurist
leo,Politician
gemini,Engineer
gemini,Politician
pisces,Politician
aquarius,Politician
aquarius,Economist
cancer,Civil engineer
aquarius,Lawyer
aquarius,Politician
capricorn,Lawyer
taurus,Jurist
aries,Journalist
aries,Diplomat
scorpio,Journalist
aquarius,Journalist
aquarius,Television presenter
gemini,Sociology
capricorn,Economist
capricorn,Engineer
cancer,Sailor
virgo,Secretary
cancer,Officer (armed forces)
leo,Economist
aquarius,Lawyer
virgo,Politician
virgo,Diplomat
leo,Politician
virgo,Lawyer
virgo,Jurist
capricorn,Civil service
libra,Management
aquarius,Economist
capricorn,Merchant
leo,Lawyer
virgo,Lawyer
virgo,Musician
cancer,Economist
aquarius,Diplomat
taurus,Lawyer
taurus,Academia
gemini,Urban planner
gemini,Lawyer
libra,Basketball
libra,Sports commentator
capricorn,Politician
capricorn,Economist
capricorn,Diplomat
cancer,Physician
libra,Lawyer
virgo,Lawyer
leo,Politician
leo,Civil service
taurus,Lawyer
virgo,Politician
virgo,Merchant
virgo,Politician
sagittarius,State legislature
taurus,Physician
scorpio,Lawyer
scorpio,Mediation
scorpio,Pierce Transit
scorpio,Executive director
scorpio,AmeriCorps
virgo,Lawyer
aries,Politician
pisces,Lawyer
scorpio,City manager
sagittarius,Certified Public Accountant
aries,Engineer
aries,Politician
capricorn,Lawyer
libra,Politician
libra,Actor
sagittarius,English language
leo,Electrical engineering
virgo,Politician
cancer,Lawyer
aries,Barrister
leo,Businessperson
leo,Small business
scorpio,Baseball
scorpio,Broker
taurus,Lawyer
sagittarius,Lawyer
sagittarius,Attorneys in the United States
aquarius,Attorneys in the United States
sagittarius,Attorneys in the United States
virgo,Lawyer
virgo,Prosecutor
virgo,Legislative assistant
libra,Businessperson
libra,Sailor
taurus,Politician
taurus,Farmer
sagittarius,Hydrology
sagittarius,Politician
sagittarius,Pilot (aeronautics)
sagittarius,Geologist
sagittarius,Attorney at law
aquarius,Teacher
gemini,Consultant
aries,Lawyer
aries,Journalist
aries,Civil service
sagittarius,Farmer
sagittarius,Teacher
aquarius,Restorative justice
aquarius,Ombudsman
aquarius,Business development
aquarius,Project manager
taurus,Lawyer
taurus,Ranch
libra,Attorneys in the United States
leo,Attorneys in the United States
virgo,Lawyer
virgo,Politician
capricorn,Psychiatry
capricorn,Professor
sagittarius,Lawyer
aquarius,Attorneys in the United States
virgo,Lawyer
leo,Chiropractor
cancer,Lawyer
aries,Gerontology
pisces,Federal Bureau of Investigation
pisces,Entrepreneurship
capricorn,Veterinary physician
capricorn,Attorneys in the United States
taurus,Optician
sagittarius,Lawyer
libra,United States Army
pisces,Teacher
pisces,Lecturer
leo,Troy University
sagittarius,Anesthesiologist
aries,Lawyer
scorpio,Physician
scorpio,Politician
virgo,Lawyer
virgo,Prosecutor
taurus,Small business
taurus,Tax preparation
scorpio,Politician
pisces,Politician
pisces,Businessperson
pisces,Teacher
virgo,Journalist
virgo,Teacher
aquarius,Teacher
libra,Businessperson
gemini,Teacher
cancer,Lawyer
virgo,Diplomacy
leo,Politician
leo,Teacher
cancer,Lawyer
cancer,Professor
capricorn,Civil engineer
scorpio,Lieutenant colonel
libra,Civil engineer
aquarius,Marshal
libra,Physician
libra,Lecturer
libra,Acupuncture
taurus,Business
pisces,Teacher
leo,Lawyer
leo,Merchant Navy (United Kingdom)
leo,Social work
scorpio,Lawyer
scorpio,Politician
scorpio,Diplomat
libra,Lawyer
libra,Legislator
virgo,Parliament of Malta
aquarius,Certified Public Accountant
aries,Businessperson
cancer,Fossil fuel
taurus,Physician
libra,Farmer
libra,Attorneys in the United States
libra,Physician
libra,Politician
libra,Politician
leo,Lawyer
aries,Farmer
aries,Small business
aries,Real estate broker
sagittarius,Property_Manager
gemini,Electrical engineering
capricorn,Real estate broker
capricorn,Legislator
sagittarius,Politician
pisces,Teacher
libra,Lawyer
virgo,Veterinary physician
gemini,Politician
capricorn,Ranch
taurus,Politician
taurus,Businessperson
pisces,Botany
pisces,Physician
pisces,Politician
capricorn,Lawyer
capricorn,Academia
aries,Business
leo,Physician
capricorn,Businessperson
capricorn,Civil service
aquarius,Politician
leo,Barristers in England and Wales
capricorn,Anatomy
leo,Physician
capricorn,Politician
capricorn,Journalist
aries,Police officer
scorpio,Diplomacy
gemini,Barrister
scorpio,Politician
capricorn,Lawyer
capricorn,Politician
capricorn,Lawyer
taurus,Physician
taurus,Politician
taurus,Businessperson
taurus,Lawyer
leo,Academic administration
taurus,Journalist
sagittarius,Politician
aquarius,Lawyer
aquarius,Politician
aquarius,General officer
taurus,Lawyer
capricorn,United States Navy SEALs
leo,Lawyer
leo,Politician
virgo,Attorneys in the United States
scorpio,Real estate broker
scorpio,Conveyancer
aries,Engineer
aries,Farmer
gemini,Nurse anesthetist
libra,Lawyer
scorpio,Engineer
scorpio,Blacksmith
pisces,Farmer
pisces,Lawyer
virgo,Lawyer
scorpio,Plantations in the American South
scorpio,Lawyer
scorpio,Politician
scorpio,Teacher
cancer,Lawyer
cancer,Politician
virgo,Politician
virgo,Ranch
scorpio,Lawyer
scorpio,Judge
scorpio,Politician
gemini,Neuroendocrinology
pisces,Ambassador
aquarius,Lawyer
aquarius,Judge
aquarius,Politician
sagittarius,Politician
sagittarius,Bank
aquarius,Law
aquarius,Diplomacy
aquarius,Diplomatic rank
virgo,Lawyer
virgo,Political science
capricorn,Editing
taurus,Lawyer
aries,Lawyer
sagittarius,Sheriffs in the United States
cancer,Diplomacy
gemini,Lawyer
gemini,Politician
libra,United States Air Force
libra,Politician
libra,Member of parliament
scorpio,Lawyer
scorpio,Politician
scorpio,Farmer
pisces,Physician
pisces,Soldier
pisces,Plantations in the American South
virgo,Lawyer
sagittarius,Lawyer
scorpio,Physician
gemini,Attorneys in the United States
gemini,Merchant
gemini,Mayor
gemini,Justice of the peace
gemini,Politician
gemini,Manufacturing
cancer,Advocate General
virgo,Author
pisces,Farmer
leo,Business
aries,Businessperson
scorpio,Lawyer
scorpio,Judge
scorpio,Politician
leo,Professor
capricorn,Lawyer
capricorn,Politician
scorpio,Politician
taurus,Legal education
aries,Lawyer
sagittarius,Officer (armed forces)
pisces,Lawyer
scorpio,Lawyer
aquarius,Lawyer
aquarius,Judge
aquarius,Attorneys in the United States
aquarius,Attorneys in the United States
scorpio,Agriculture
cancer,United States federal judge
leo,Lawyer
leo,Politician
virgo,Lawyer
aries,Law
aquarius,Faculty of Advocates
scorpio,Human resource consulting
aquarius,Businessperson
aquarius,Professor
sagittarius,Business
scorpio,Lawyer
cancer,Geology
taurus,Politician
capricorn,Physician
capricorn,Clergy
capricorn,Poet
leo,Optometry
sagittarius,Teacher
sagittarius,Superintendent (education)
pisces,Businessperson
pisces,City council
gemini,Electronic engineering
aquarius,General contractor
pisces,Lawyer
pisces,Mining
scorpio,Lawyer
scorpio,Politician
scorpio,Bank
aquarius,Lawyer
aquarius,Politician
leo,Lawyer
cancer,Lawyer
leo,Teacher
virgo,Politician
aries,Police officer
leo,Plantations in the American South
taurus,Politician
pisces,Attorneys in the United States
scorpio,Advocate General
capricorn,Lawyer
aries,Attorneys in the United States
virgo,Physician
virgo,Farmer
virgo,Lobbying
virgo,Politician
capricorn,Lawyer
sagittarius,Lawyer
gemini,Lawyer
libra,Minister (Christianity)
capricorn,Wikt:weatherman
taurus,Lawyer
virgo,Lawyer
taurus,Attorneys in the United States
capricorn,United States Navy Reserve
capricorn,Chief operating officer
scorpio,Insurance
pisces,Businessperson
pisces,Teacher
pisces,Academic administration
virgo,Lawyer
leo,Lawyer
leo,Official
cancer,Advocate
libra,Politician
libra,Chancellor (education)
libra,Minister (Christianity)
taurus,Lawyer
taurus,Judge
taurus,Politician
libra,Faculty of Advocates
taurus,Solicitor
virgo,Merchant
leo,Minister (Christianity)
leo,Minister (Christianity)
aquarius,Politician
aquarius,Lawyer
aries,Teacher
taurus,Lawyer
taurus,Plantations in the American South
taurus,Academic administration
virgo,Millwright
scorpio,Lawyer
scorpio,Politician
aries,Society of Jesus
aries,Academic administration
aquarius,Politician
leo,Lawyer
leo,Physician
capricorn,Lawyer
capricorn,Politician
libra,Politician
libra,Teacher
cancer,Attorney at law
taurus,Professor
aquarius,Lawyer
aquarius,Jurist
leo,Politician
cancer,Lawyer
cancer,Politician
scorpio,Politician
aries,Lawyer
aries,Barrister
scorpio,Lawyer
gemini,Physician
gemini,Soldier
sagittarius,Barrister
sagittarius,Lawyer
gemini,Lawyer
leo,Mayor
leo,City council
pisces,Farmer
pisces,Teacher
aquarius,Teacher
taurus,Lawyer
scorpio,Officer (armed forces)
libra,Lawyer
libra,Politician
leo,Lawyer
capricorn,Lawyer
capricorn,Soldier
capricorn,Businessperson
leo,List of mayors of Medford Massachusetts
sagittarius,Criminal defense lawyer
gemini,Legislator
gemini,Advocate General
cancer,Assistant superintendent
virgo,Lawyer
virgo,Judge
virgo,Politician
aquarius,Lawyer
aquarius,Businessperson
aquarius,Teacher
capricorn,Barrister
capricorn,Speaker (politics)
pisces,Politician
leo,Law of Canada
virgo,Education
taurus,Lawyer
virgo,Lawyer
leo,Lawyer
leo,Surveying
leo,Captain (United States)
virgo,Lawyer
pisces,Lawyer
aquarius,Engineering
aquarius,Politician
capricorn,Psychosurgery
capricorn,Neurosurgery
aries,Soldier
aries,Politician
virgo,Judge
aries,Military
cancer,Merchant
libra,Lawyer
libra,Politician
leo,Politician
leo,Lawyer
leo,Politician
aquarius,Vestryman
virgo,Lawyer
sagittarius,Politician
capricorn,Lawyer
capricorn,Attorneys in the United States
libra,Landscape architect
gemini,Agriculture
cancer,Journalist
libra,Politician
gemini,Economist
capricorn,Pastor
sagittarius,Lawyer
gemini,Barrister
cancer,Teacher
aries,Scientist
virgo,Politician
scorpio,Pilot (aeronautics)
capricorn,Youth leaders
aries,Licensed practical nurse
virgo,Marketing
aries,Politician
cancer,Lawyer
virgo,Teacher
scorpio,Lawyer
scorpio,Politician
sagittarius,Politician
libra,Physician
libra,Physiology
libra,Academic administration
aquarius,Registered nurse
sagittarius,Physician
taurus,Senate of Canada
pisces,Welder
capricorn,Prosecutor
sagittarius,Insurance broker
taurus,Historian
capricorn,Lawyer
capricorn,Politician
pisces,Plantations in the American South
libra,Attorneys in the United States
scorpio,Politician
taurus,Lawyer
pisces,Optometry
leo,Lawyer
leo,Politician
aquarius,Student
aquarius,Royal Air Force
aquarius,Journalist
sagittarius,Claims adjuster
gemini,Lawyer
gemini,Real estate broker
gemini,Victoria Police
gemini,Attorneys in the United States
scorpio,Physician
cancer,Agriculture
virgo,Economist
pisces,Graphic designer
pisces,Lawyer
scorpio,Barrister
scorpio,Attorneys in the United States
pisces,Politician
cancer,Politician
cancer,Pilot (aeronautics)
capricorn,Farmer
scorpio,Attorneys in the United States
aries,Civil engineer
cancer,Chartered accountant
capricorn,Diplomacy
capricorn,Diplomacy
leo,Restaurateur
aries,Lawyer
virgo,Presenter
leo,Politician
leo,Health professional
virgo,Lawyer
gemini,Lawyer
scorpio,Accountant
cancer,Physician
sagittarius,Ivory Coast
sagittarius,Chamber of commerce
leo,Engineer
taurus,Entertainment
