Zodiac,Continent of Birth,Religion,Profession
scorpio,NA,Muslim,Politician
scorpio,NA,Muslim,Businessperson
scorpio,Asia,Muslim,Lawyer
scorpio,Asia,Muslim,Politician
virgo,Asia,NA,Trade union
virgo,Asia,NA,Politician
virgo,Asia,NA,Activism
NA,NA,NA,Raja
NA,Asia,Hindu,Politician
aries,NA,Hindu,Politician
NA,NA,NA,Advocate
aquarius,Asia,NA,Politician
cancer,NA,NA,Journalism
cancer,NA,NA,Advocate
scorpio,NA,Hindu,Farmer
virgo,Asia,NA,Journalist
virgo,Asia,NA,Cartoonist
virgo,Asia,NA,Activism
gemini,Asia,Buddhist,Dentist
virgo,NA,Hindu,Businessperson
virgo,NA,NA,Politician
virgo,NA,NA,Business magnate
capricorn,NA,Hindu,Farmer
gemini,NA,Hindu,Politician
capricorn,NA,Hindu,Farmer
capricorn,NA,Hindu,Businessperson
leo,NA,Hindu,Farmer
gemini,NA,Hindu,Farmer
capricorn,NA,Hindu,Trade union
capricorn,NA,Hindu,Politician
pisces,NA,NA,Economist
taurus,NA,NA,Sociology
aquarius,NA,NA,Lawyer
scorpio,NA,NA,Funeral director
sagittarius,NA,Christian,Lobbying
libra,NA,NA,Lawyer
virgo,North America,Christian,Agriculture
virgo,North America,Christian,Accountant
aries,Europe,NA,Lawyer
sagittarius,NA,Christian,Officer (armed forces)
aquarius,South America,Christian,Economist
gemini,Europe,NA,Biologist
sagittarius,NA,Muslim,Mechanical engineering
sagittarius,NA,Muslim,Consultant
cancer,Europe,NA,Engineer
sagittarius,NA,NA,Lawyer
sagittarius,NA,NA,Politician
aries,NA,Christian,Lawyer
sagittarius,Europe,Christian,Politician
sagittarius,Europe,Christian,Businessperson
scorpio,NA,Christian,Physician
cancer,NA,Hindu,Politician
cancer,NA,Hindu,Social work
leo,Africa,Muslim,Bank
aries,NA,Buddhist,Lawyer
gemini,NA,Buddhist,Saopha
virgo,North America,Christian,Attorneys in the United States
gemini,Asia,Christian,Lawyer
libra,NA,Christian,Attorneys in the United States
capricorn,Africa,Christian,Lawyer
taurus,NA,NA,Urban planner
sagittarius,NA,NA,Politician
taurus,North America,NA,Economist
NA,Asia,Buddhist,Military
gemini,Asia,Muslim,Physician
gemini,Asia,Muslim,Politician
scorpio,NA,Muslim,Politician
sagittarius,NA,Muslim,Lawyer
aries,NA,NA,Journalist
pisces,NA,NA,Journalist
pisces,NA,NA,Poet
aquarius,North America,NA,Lawyer
aries,Asia,Hindu,Politician
aries,Asia,Hindu,Businessperson
aries,Asia,Hindu,Social work
aries,Asia,Hindu,Advocate
aquarius,Asia,Hindu,Politician
aquarius,NA,Hindu,Politician
NA,Asia,Hindu,Computer science
virgo,NA,Hindu,Farmer
gemini,NA,NA,Politician
gemini,NA,NA,Social work
gemini,NA,Hindu,Senior Counsel
cancer,NA,Hindu,Businessperson
sagittarius,NA,Hindu,Indian Police Service
sagittarius,Asia,Hindu,Education
capricorn,NA,Jew,Lawyer
NA,NA,Muslim,Politician
NA,Asia,NA,Officer (armed forces)
gemini,NA,NA,Tax advisor
gemini,NA,NA,Electronic engineering
leo,NA,Christian,Architect
cancer,NA,Christian,Pastor
capricorn,NA,NA,United States Attorney
pisces,North America,NA,Intelligence analysis
pisces,North America,NA,Intelligence officer
scorpio,NA,NA,Lawyer
aquarius,NA,NA,Lawyer
libra,NA,NA,Firefighter
capricorn,NA,Christian,Journalist
capricorn,NA,Christian,Businessperson
gemini,NA,NA,Head teacher
gemini,NA,NA,Park ranger
capricorn,NA,Christian,Lawyer
gemini,NA,NA,Car dealership
libra,NA,NA,Publishing
cancer,NA,NA,Attorneys in the United States
leo,North America,NA,Attorney at law
taurus,North America,NA,Lawyer
taurus,NA,Christian,Attorneys in the United States
aquarius,NA,NA,Politician
leo,NA,NA,Professor
libra,NA,Christian,Prosecutor
gemini,North America,NA,Politician
gemini,North America,NA,Attorneys in the United States
leo,NA,NA,Businessperson
capricorn,NA,NA,Politician
capricorn,NA,Christian,Politician
leo,NA,Christian,Attorney at law
sagittarius,NA,NA,Attorneys in the United States
pisces,NA,Christian,State senator
virgo,NA,NA,Sociology
cancer,NA,NA,Bioinformatics
pisces,North America,NA,Lawyer
aries,NA,NA,Economist
aries,Asia,NA,Pharmacist
virgo,NA,Hindu,Physician
pisces,Asia,NA,Physician
NA,NA,NA,Ophthalmology
leo,NA,Muslim,Teacher
capricorn,NA,NA,Teacher
capricorn,NA,NA,Attorneys in the United States
taurus,NA,Buddhist,Politician
gemini,NA,Buddhist,Lawyer
pisces,NA,NA,General officer
aquarius,Europe,NA,Construction engineering
cancer,NA,NA,Law
cancer,NA,Christian,Barrister
gemini,NA,Christian,Engineer
taurus,NA,Christian,Civil engineer
cancer,NA,NA,Lawyer
cancer,NA,NA,Engineer
capricorn,NA,NA,Politician
libra,South America,Christian,Lawyer
gemini,South America,Christian,Mathematician
taurus,South America,Christian,Lawyer
virgo,NA,Christian,Lawyer
virgo,NA,Christian,Soldier
gemini,NA,NA,Senate
gemini,NA,NA,Politician
gemini,NA,NA,Attorney at law
taurus,NA,Christian,Historian
leo,NA,NA,Mathematics
leo,NA,NA,Physics
scorpio,NA,NA,Politician
scorpio,NA,NA,Teacher
pisces,Europe,NA,Politician
pisces,Asia,NA,Medical jurisprudence
aquarius,NA,Christian,Teacher
NA,Asia,NA,Politician
NA,Asia,NA,Businessperson
sagittarius,NA,NA,Farmer
cancer,Asia,NA,Politician
cancer,Asia,NA,Businessperson
cancer,Asia,NA,Social work
gemini,NA,Muslim,Politician
taurus,Asia,Muslim,Indian Administrative Service
cancer,NA,Muslim,Agriculture
NA,NA,Muslim,Revolutionary
capricorn,Asia,Muslim,Electrical engineering
capricorn,Asia,Muslim,Entrepreneurship
sagittarius,NA,Muslim,Agriculture
sagittarius,NA,Muslim,Lawyer
capricorn,Asia,Muslim,Public administration
capricorn,Asia,Muslim,Law
virgo,Africa,Hindu,Solicitor
taurus,NA,NA,Politician
taurus,NA,NA,Entrepreneurship
taurus,NA,NA,Television presenter
cancer,NA,Muslim,Agriculture
NA,NA,NA,Restaurateur
sagittarius,NA,NA,Civil service
leo,NA,Christian,Politician
capricorn,NA,NA,Author
leo,NA,NA,Social work
pisces,NA,Hindu,Agriculture
leo,NA,Hindu,Journalist
leo,NA,Hindu,Politician
leo,NA,Hindu,Advocate
aquarius,NA,Christian,Lecturer
aquarius,NA,Christian,Public speaking
aquarius,NA,Christian,Civic_Leader
aries,NA,NA,Teacher
aries,NA,NA,Attorneys in the United States
aquarius,NA,NA,Agriculture
sagittarius,Oceania,NA,Teacher
NA,NA,NA,Educational leadership
NA,North America,NA,Diplomacy
taurus,North America,NA,Businessperson
NA,NA,Christian,Teacher
cancer,NA,NA,Lobbying
cancer,NA,NA,City manager
aquarius,Asia,NA,Politician
virgo,NA,Hindu,Politician
virgo,NA,Hindu,Social work
leo,NA,NA,Trade union
leo,NA,NA,Electrician
leo,North America,NA,Attorneys in the United States
virgo,NA,NA,Lawyer
gemini,NA,Muslim,Businessperson
gemini,NA,Christian,Barrister
taurus,North America,NA,Politician
taurus,North America,NA,Businessperson
taurus,North America,NA,Attorney at law
sagittarius,NA,Muslim,List of Prime Ministers of Albania
pisces,NA,NA,Chief Medical Officer
aries,NA,Muslim,Writer
aries,NA,Muslim,Journalist
aries,NA,Muslim,Politician
cancer,Asia,NA,Politician
cancer,Asia,NA,Professor
leo,NA,Christian,Dairy farming
leo,NA,Christian,Legislator
capricorn,NA,Christian,Judge
aquarius,NA,NA,Education
aquarius,NA,NA,Reform movement
aquarius,NA,NA,Social work
sagittarius,NA,Christian,Teacher
aquarius,North America,NA,Lawyer
aquarius,North America,NA,Politician
virgo,Africa,Muslim,Lawyer
virgo,Africa,Muslim,Economist
virgo,Africa,Muslim,Diplomat
NA,Africa,Muslim,Diplomat
aquarius,NA,NA,Canadian Broadcasting Corporation
cancer,NA,Christian,Politician
cancer,NA,Christian,Teacher
capricorn,NA,Christian,Police officer
aries,North America,Christian,Paralegal
aries,North America,Christian,Legislative assistant
NA,NA,NA,Lawyer
NA,NA,NA,General officer
aries,North America,NA,Certified Public Accountant
NA,North America,NA,Mechanical engineering
sagittarius,Asia,NA,Politician
sagittarius,Asia,NA,Businessperson
cancer,North America,Christian,Davis School District
pisces,NA,Christian,Teacher
NA,Asia,Muslim,Journalist
NA,Asia,Muslim,Politician
leo,NA,NA,Physicist
aries,North America,NA,Stockbroker
virgo,NA,NA,Molecular biology
virgo,NA,NA,Academic administration
gemini,NA,Christian,Legal secretary
NA,NA,NA,Professor
leo,NA,Hindu,Politician
cancer,NA,NA,Engineer
capricorn,NA,NA,Director General of Police
aries,Asia,NA,Novelist
NA,Asia,Muslim,Politics of Afghanistan
gemini,NA,Muslim,Politician
cancer,NA,Hindu,Farmer
aquarius,NA,Hindu,Politician
aquarius,NA,Hindu,Philanthropy
aquarius,NA,Hindu,Business magnate
pisces,Africa,Christian,Psychiatric and mental health nursing
pisces,Africa,Christian,Biochemist
virgo,Africa,NA,Trade union
pisces,NA,NA,Barrister
taurus,NA,NA,Minister (Christianity)
libra,NA,Hindu,Barrister
libra,NA,Hindu,Diplomat
NA,North America,NA,Businessperson
virgo,NA,Christian,Teacher
virgo,NA,Christian,Academic administration
leo,North America,NA,Lawyer
leo,North America,NA,Judge
leo,North America,NA,Politician
leo,North America,NA,Teacher
NA,NA,Jew,Attorneys in the United States
leo,NA,NA,Lawyer
aries,Asia,Christian,Politician
taurus,NA,Christian,Lawyer
taurus,NA,Christian,Politician
virgo,North America,NA,High sheriff
scorpio,NA,NA,Lawyer
NA,NA,NA,Professor
gemini,NA,Christian,Lawyer
gemini,NA,Christian,Politician
aquarius,South America,NA,Computer engineering
taurus,NA,Christian,Patriotism
taurus,NA,Christian,Journalist
aries,NA,NA,Chemist
libra,NA,NA,Lawyer
sagittarius,NA,Christian,Lawyer
libra,Asia,Christian,Lawyer
aries,NA,Christian,Soldier
aries,NA,NA,Barristers in England and Wales
pisces,North America,NA,Journalist
pisces,North America,NA,Politician
pisces,North America,NA,Editing
pisces,NA,NA,Trade union
pisces,NA,NA,Politician
libra,NA,NA,Public relations
scorpio,NA,NA,Carpentry
pisces,NA,NA,Barrister
NA,NA,NA,Psychiatrist
cancer,NA,NA,Historian
cancer,NA,NA,Journalist
cancer,NA,NA,Politician
cancer,NA,NA,Diplomat
sagittarius,South America,Christian,Economist
virgo,NA,Christian,Military
gemini,North America,NA,Government
NA,NA,NA,Physician
gemini,NA,NA,Certified Public Accountant
leo,NA,Hindu,Farmer
scorpio,NA,NA,Governor
NA,North America,NA,Governor
sagittarius,NA,Christian,Merchant
sagittarius,NA,Christian,Merchant
NA,NA,NA,Lawyer
NA,NA,NA,Politician
aquarius,NA,NA,Soldier
aquarius,NA,NA,Politician
virgo,NA,Hindu,Professor
scorpio,Asia,Muslim,Physician
scorpio,Asia,Muslim,Politician
capricorn,Africa,Muslim,Journalist
NA,NA,NA,Politician
cancer,NA,Hindu,Health professional
leo,NA,NA,Professor
pisces,NA,NA,Consultant
pisces,NA,NA,Small business
aries,North America,NA,Politician
cancer,NA,NA,Businessperson
scorpio,NA,NA,Lawyer
scorpio,NA,NA,Politician
capricorn,NA,Christian,Lawyer
capricorn,NA,Christian,Judge
capricorn,NA,Christian,Politician
leo,NA,Hindu,Farmer
leo,NA,Hindu,Businessperson
scorpio,NA,NA,Politician
aries,NA,Buddhist,Politician
NA,NA,Muslim,Sea captain
scorpio,NA,NA,Journalist
scorpio,NA,NA,Politician
scorpio,NA,NA,Presenter
leo,Africa,Christian,Lawyer
scorpio,NA,NA,Attorneys in the United States
cancer,NA,NA,Lawyer
cancer,NA,NA,Politician
cancer,NA,NA,Bank
leo,NA,NA,Lawyer
taurus,NA,NA,Teacher
capricorn,Europe,Christian,Butcher
gemini,Asia,NA,Politician
leo,Asia,Buddhist,Politician
leo,Asia,Buddhist,Economist
cancer,Asia,Buddhist,Engineer
aries,NA,Buddhist,Prime minister
cancer,Asia,Christian,Law
sagittarius,NA,Christian,Agribusiness
pisces,NA,NA,Attorneys in the United States
libra,Asia,Muslim,Soldier
aquarius,NA,NA,Physician
aquarius,NA,NA,Teacher
scorpio,NA,NA,Barrister
pisces,Africa,Muslim,Petroleum engineering
taurus,NA,NA,Chartered Institute of Management Accountants
libra,NA,NA,Jurist
libra,NA,NA,Prosecutor
aquarius,Europe,NA,Bank
gemini,NA,NA,Teacher
leo,NA,NA,Environmental health officer
NA,NA,NA,Lawyer
NA,NA,NA,Politician
leo,NA,NA,Diplomatic corps
pisces,North America,NA,Mining engineering
pisces,North America,NA,Doctor of Philosophy
NA,Europe,NA,Economist
aries,Europe,Christian,Economist
gemini,NA,Christian,Politician
gemini,NA,Christian,Landlord
gemini,NA,Christian,Real estate development
taurus,North America,NA,Lawyer
taurus,North America,NA,Real estate development
virgo,North America,Christian,Journalist
sagittarius,NA,NA,Scientist
virgo,NA,NA,Historian
virgo,NA,NA,Politician
virgo,NA,NA,Archaeology
aries,NA,Christian,Politician
NA,NA,Christian,Political science
libra,NA,Christian,Author
libra,NA,Christian,Lawyer
libra,NA,Christian,Jurist
libra,NA,Christian,Officer (armed forces)
virgo,NA,Christian,Politician
virgo,NA,Christian,Nobility
leo,NA,Christian,Business magnate
sagittarius,NA,NA,Neurology
gemini,NA,NA,Author
gemini,NA,NA,Teacher
gemini,NA,NA,Activism
gemini,North America,Christian,Clergy
libra,NA,NA,Barrister
taurus,North America,NA,Physician
taurus,North America,NA,Chancellor (education)
taurus,North America,NA,Professor
aquarius,Europe,Christian,Lawyer
aquarius,Europe,Christian,Politician
NA,Europe,NA,Public figure
cancer,NA,NA,Academician
capricorn,Europe,NA,Politician
virgo,Europe,NA,Accountant
NA,NA,NA,Cosmetology
pisces,NA,Christian,Officer (armed forces)
virgo,NA,NA,Diplomat
virgo,NA,NA,Civil service
NA,NA,NA,Politician
NA,NA,NA,Revolutionary
NA,North America,NA,Lawyer
virgo,NA,Christian,Financial adviser
pisces,North America,NA,Lawyer
gemini,NA,NA,Lawyer
virgo,Africa,Christian,Education
taurus,NA,NA,Solicitor
libra,North America,NA,Lawyer
libra,North America,NA,Politician
capricorn,NA,NA,Lawyer
NA,NA,NA,Lawyer
capricorn,NA,NA,Lawyer
scorpio,NA,Christian,Clergy
scorpio,NA,Christian,Politician
scorpio,NA,Christian,Bank
NA,NA,NA,Politician
NA,NA,NA,Businessperson
NA,NA,NA,Police officer
virgo,NA,NA,Accounting
cancer,NA,Christian,Union organizer
cancer,NA,NA,Lawyer
cancer,NA,NA,Politician
leo,North America,NA,Intelligence officer
cancer,NA,NA,Physician
aries,NA,NA,Government
pisces,North America,NA,Lawyer
pisces,North America,NA,Politician
NA,NA,Christian,Ophthalmology
cancer,NA,Jew,Business administration
capricorn,NA,NA,Veteran
capricorn,NA,NA,Real estate broker
capricorn,NA,NA,Attorneys in the United States
gemini,NA,NA,Police officer
cancer,NA,Christian,Politician
sagittarius,NA,Christian,Teacher
leo,North America,NA,Judge
leo,North America,NA,Politician
leo,North America,NA,Attorneys in the United States
virgo,NA,NA,Lawyer
aries,North America,NA,Author
sagittarius,North America,Jew,Small business
aries,North America,NA,Lawyer
NA,NA,Christian,Society of Jesus
NA,NA,Christian,Theology
sagittarius,NA,NA,Professor
sagittarius,NA,NA,Dean (education)
aquarius,NA,NA,Lawyer
aquarius,NA,NA,Jurist
aquarius,NA,NA,Academia
aquarius,NA,NA,Pedagogy
gemini,NA,NA,Lawyer
gemini,NA,NA,Soldier
gemini,NA,NA,Congressional staff
taurus,NA,NA,Faculty of Advocates
aries,NA,Christian,Farmer
virgo,NA,NA,Teacher
virgo,NA,NA,Small business
aquarius,NA,Christian,Attorneys in the United States
libra,NA,Christian,Politician
libra,NA,Christian,Teacher
taurus,NA,NA,Chemistry
gemini,NA,Jew,Lawyer
gemini,NA,NA,Lawyer
gemini,NA,NA,Legislator
libra,North America,Christian,Insurance
libra,North America,Christian,Legislator
gemini,North America,NA,Pastor
gemini,North America,NA,Professor
taurus,NA,Christian,Teacher
taurus,NA,Christian,Veterinary physician
NA,Oceania,NA,Accountant
gemini,North America,NA,School counselor
virgo,NA,Christian,Veteran
virgo,NA,Christian,Legislator
cancer,NA,Christian,Lawyer
aries,Europe,NA,Politician
aries,NA,Christian,Lawyer
virgo,NA,NA,Businessperson
sagittarius,NA,NA,Legislator
sagittarius,NA,NA,Attorneys in the United States
libra,North America,Christian,Businessperson
libra,North America,Christian,Funeral director
NA,NA,Christian,Journalist
virgo,North America,Christian,Legislator
virgo,North America,Christian,Governing boards of colleges and universities in the United States
taurus,NA,Christian,Agriculture
taurus,NA,Christian,Lobbying
libra,NA,NA,Veterinary surgery
gemini,North America,Christian,Home_Renovation
cancer,NA,Christian,Academia
libra,NA,NA,Management
scorpio,North America,NA,Professor
capricorn,Asia,Christian,Politician
scorpio,NA,NA,Lawyer
scorpio,NA,NA,Politician
cancer,NA,NA,Software testing
cancer,NA,NA,Legislator
aries,Europe,NA,Lawyer
aries,Europe,NA,Professor
scorpio,NA,NA,Attorneys in the United States
libra,NA,NA,Lawyer
leo,NA,NA,Judge
sagittarius,North America,Christian,Electrical engineering
sagittarius,North America,Christian,Academic administration
libra,North America,NA,Lawyer
cancer,NA,NA,Lawyer
NA,NA,Buddhist,Professor
pisces,NA,NA,Theology
aries,NA,NA,Russian language
aries,NA,NA,Historian
aries,NA,NA,Musician
cancer,NA,NA,English studies
NA,Asia,Hindu,Social work
NA,Asia,NA,Lawyer
taurus,NA,NA,Lawyer
NA,NA,Hindu,Businessperson
virgo,NA,NA,Politician
NA,NA,Hindu,Politician
virgo,NA,Hindu,Attorney general
virgo,NA,Hindu,Politician
gemini,Asia,Muslim,Civil service
NA,NA,Muslim,Civil service
NA,NA,Muslim,Research
NA,NA,Muslim,Lecturer
NA,NA,Muslim,Statistician
aries,South America,Christian,Economist
scorpio,Europe,NA,Architect
virgo,Asia,Hindu,Politician
sagittarius,NA,Muslim,Businessperson
taurus,NA,Hindu,Politician
sagittarius,Asia,Muslim,Politician
NA,NA,NA,Politician
capricorn,Asia,Muslim,Industrial engineering
NA,Asia,NA,Sharif University of Technology
NA,Asia,NA,Civil engineer
capricorn,NA,NA,Physician
NA,NA,NA,Physician
pisces,NA,Buddhist,Agricultural science
NA,NA,NA,Academia
cancer,Africa,Muslim,Engineer
leo,NA,NA,Social work
capricorn,NA,Muslim,Politician
gemini,Europe,NA,Surgeon
capricorn,Asia,Hindu,Politician
capricorn,Asia,Hindu,Sadhu
gemini,Asia,NA,Politician
gemini,Asia,NA,Teacher
libra,Africa,NA,Lawyer
aries,Asia,Muslim,Diplomat
cancer,NA,NA,Nursing
virgo,NA,NA,Professor
capricorn,Asia,NA,Physician
aries,NA,Muslim,Politician
sagittarius,NA,Muslim,Politician
sagittarius,NA,NA,Hematology
sagittarius,NA,NA,Teacher
cancer,South America,NA,Physician
capricorn,NA,Christian,Lawyer
sagittarius,Asia,NA,Veterinary medicine
leo,NA,NA,Lawyer
aquarius,NA,Christian,Lawyer
aquarius,NA,Christian,Politician
capricorn,Europe,NA,Economist
cancer,North America,NA,Exxon
cancer,North America,NA,Scientist
cancer,North America,NA,Financial planner
libra,Africa,NA,Rebellion
leo,NA,NA,Lawyer
taurus,NA,NA,Businessperson
libra,Africa,Christian,Teacher
capricorn,North America,NA,Politician
capricorn,NA,Christian,Copy editing
NA,NA,NA,Academia
NA,NA,NA,Lawyer
cancer,NA,NA,Politician
gemini,NA,NA,Anesthesiologist
capricorn,NA,Christian,Lawyer
leo,NA,NA,Lawyer
pisces,NA,Buddhist,Politician
pisces,NA,Buddhist,Economist
cancer,NA,Muslim,Businessperson
capricorn,North America,Christian,Law
aries,North America,Jew,Attorneys in the United States
cancer,NA,NA,Teacher
cancer,NA,NA,Veteran
cancer,NA,NA,Coach (sport)
cancer,NA,NA,Legislator
cancer,North America,NA,Real estate broker
libra,NA,NA,Politician
NA,Asia,NA,Politician
leo,Asia,Muslim,Politician
scorpio,NA,NA,Minister (government)
leo,NA,NA,Social work
taurus,NA,NA,Lawyer
cancer,Africa,NA,Physician
taurus,NA,NA,Health professional
NA,NA,NA,Merchant
leo,North America,NA,Lawyer
cancer,NA,NA,Lawyer
cancer,NA,Christian,Diplomacy
gemini,North America,NA,Speculation
sagittarius,NA,Christian,Lawyer
sagittarius,NA,Christian,Politician
sagittarius,NA,Christian,Accountant
sagittarius,NA,Christian,Civil service
scorpio,North America,NA,Lawyer
pisces,North America,NA,Politician
pisces,North America,NA,Bank
capricorn,North America,NA,Politician
capricorn,North America,NA,Teacher
virgo,North America,NA,Lawyer
virgo,North America,NA,Politician
aries,NA,NA,Lawyer
aries,North America,Christian,Minister (Christianity)
virgo,NA,NA,Lawyer
virgo,NA,NA,Politician
leo,North America,NA,Lawyer
leo,North America,NA,Politician
leo,North America,NA,Manufacturing
taurus,NA,NA,Bank
NA,Europe,NA,Lawyer
capricorn,NA,NA,Lawyer
aries,NA,NA,Physician
